weekday,hour,Probability
Saturday,10,0.020958083832335328
Saturday,7,0.017964071856287425
Saturday,8,0.017964071856287425
Saturday,17,0.017964071856287425
Tuesday,13,0.017964071856287425
Monday,16,0.014970059880239521
Saturday,6,0.014970059880239521
Saturday,9,0.014970059880239521
Saturday,11,0.014970059880239521
Saturday,12,0.014970059880239521
Saturday,14,0.014970059880239521
Saturday,16,0.014970059880239521
Saturday,19,0.014970059880239521
Saturday,21,0.014970059880239521
Friday,9,0.011976047904191617
Monday,9,0.011976047904191617
Monday,11,0.011976047904191617
Saturday,1,0.011976047904191617
Saturday,2,0.011976047904191617
Saturday,4,0.011976047904191617
Saturday,13,0.011976047904191617
Saturday,15,0.011976047904191617
Saturday,18,0.011976047904191617
Saturday,20,0.011976047904191617
Saturday,22,0.011976047904191617
Thursday,13,0.011976047904191617
Tuesday,9,0.011976047904191617
Tuesday,11,0.011976047904191617
Wednesday,16,0.011976047904191617
Friday,8,0.008982035928143712
Friday,15,0.008982035928143712
Friday,17,0.008982035928143712
Friday,22,0.008982035928143712
Monday,8,0.008982035928143712
Monday,15,0.008982035928143712
Monday,17,0.008982035928143712
Monday,19,0.008982035928143712
Saturday,0,0.008982035928143712
Saturday,3,0.008982035928143712
Saturday,5,0.008982035928143712
Thursday,9,0.008982035928143712
Thursday,10,0.008982035928143712
Thursday,12,0.008982035928143712
Thursday,16,0.008982035928143712
Thursday,19,0.008982035928143712
Tuesday,5,0.008982035928143712
Tuesday,15,0.008982035928143712
Tuesday,17,0.008982035928143712
Tuesday,18,0.008982035928143712
Wednesday,9,0.008982035928143712
Friday,11,0.005988023952095809
Friday,12,0.005988023952095809
Friday,13,0.005988023952095809
Friday,14,0.005988023952095809
Friday,16,0.005988023952095809
Friday,18,0.005988023952095809
Friday,20,0.005988023952095809
Friday,21,0.005988023952095809
Friday,23,0.005988023952095809
Monday,10,0.005988023952095809
Monday,13,0.005988023952095809
Monday,14,0.005988023952095809
Sunday,0,0.005988023952095809
Sunday,5,0.005988023952095809
Sunday,6,0.005988023952095809
Sunday,19,0.005988023952095809
Sunday,20,0.005988023952095809
Sunday,21,0.005988023952095809
Sunday,22,0.005988023952095809
Thursday,7,0.005988023952095809
Thursday,8,0.005988023952095809
Thursday,11,0.005988023952095809
Thursday,15,0.005988023952095809
Thursday,21,0.005988023952095809
Tuesday,6,0.005988023952095809
Tuesday,7,0.005988023952095809
Tuesday,10,0.005988023952095809
Tuesday,12,0.005988023952095809
Tuesday,14,0.005988023952095809
Tuesday,16,0.005988023952095809
Tuesday,19,0.005988023952095809
Tuesday,20,0.005988023952095809
Wednesday,12,0.005988023952095809
Wednesday,13,0.005988023952095809
Wednesday,18,0.005988023952095809
Friday,0,0.0029940119760479044
Friday,1,0.0029940119760479044
Friday,2,0.0029940119760479044
Friday,5,0.0029940119760479044
Friday,6,0.0029940119760479044
Friday,7,0.0029940119760479044
Friday,10,0.0029940119760479044
Friday,19,0.0029940119760479044
Monday,0,0.0029940119760479044
Monday,2,0.0029940119760479044
Monday,3,0.0029940119760479044
Monday,4,0.0029940119760479044
Monday,5,0.0029940119760479044
Monday,6,0.0029940119760479044
Monday,7,0.0029940119760479044
Monday,12,0.0029940119760479044
Monday,18,0.0029940119760479044
Monday,20,0.0029940119760479044
Monday,22,0.0029940119760479044
Monday,23,0.0029940119760479044
Saturday,23,0.0029940119760479044
Sunday,7,0.0029940119760479044
Sunday,9,0.0029940119760479044
Sunday,12,0.0029940119760479044
Sunday,13,0.0029940119760479044
Sunday,14,0.0029940119760479044
Sunday,16,0.0029940119760479044
Sunday,17,0.0029940119760479044
Sunday,18,0.0029940119760479044
Sunday,23,0.0029940119760479044
Thursday,0,0.0029940119760479044
Thursday,1,0.0029940119760479044
Thursday,2,0.0029940119760479044
Thursday,3,0.0029940119760479044
Thursday,4,0.0029940119760479044
Thursday,5,0.0029940119760479044
Thursday,6,0.0029940119760479044
Thursday,14,0.0029940119760479044
Thursday,17,0.0029940119760479044
Thursday,18,0.0029940119760479044
Thursday,20,0.0029940119760479044
Thursday,22,0.0029940119760479044
Tuesday,0,0.0029940119760479044
Tuesday,1,0.0029940119760479044
Tuesday,3,0.0029940119760479044
Tuesday,8,0.0029940119760479044
Tuesday,21,0.0029940119760479044
Tuesday,22,0.0029940119760479044
Tuesday,23,0.0029940119760479044
Wednesday,0,0.0029940119760479044
Wednesday,1,0.0029940119760479044
Wednesday,2,0.0029940119760479044
Wednesday,4,0.0029940119760479044
Wednesday,5,0.0029940119760479044
Wednesday,6,0.0029940119760479044
Wednesday,7,0.0029940119760479044
Wednesday,8,0.0029940119760479044
Wednesday,10,0.0029940119760479044
Wednesday,11,0.0029940119760479044
Wednesday,14,0.0029940119760479044
Wednesday,15,0.0029940119760479044
Wednesday,17,0.0029940119760479044
Wednesday,19,0.0029940119760479044
Wednesday,21,0.0029940119760479044
Wednesday,23,0.0029940119760479044
Friday,3,0.0
Friday,4,0.0
Monday,1,0.0
Monday,21,0.0
Sunday,1,0.0
Sunday,2,0.0
Sunday,3,0.0
Sunday,4,0.0
Sunday,8,0.0
Sunday,10,0.0
Sunday,11,0.0
Sunday,15,0.0
Thursday,23,0.0
Tuesday,2,0.0
Tuesday,4,0.0
Wednesday,3,0.0
Wednesday,20,0.0
Wednesday,22,0.0
